,index,budget,genres,original_language,production_companies,release_date,revenue,runtime,title,budget_revenue_ratio
1825,1825,25000000,Action Adventure Animation Comedy Family,en,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Universal Cartoon Studios"", ""id"": 4285}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2001-12-21,80936232,83.0,Jimmy Neutron: Boy Genius,3.23744928
3605,3605,5000000,Comedy Drama,en,"[{""name"": ""Back Lot Pictures"", ""id"": 7374}, {""name"": ""Overture Films"", ""id"": 12807}, {""name"": ""Big Beach Films"", ""id"": 12808}]",2008-01-18,16174377,102.0,Sunshine Cleaning,3.2348754
2979,2979,28000000,Comedy,en,"[{""name"": ""Beacon Communications"", ""id"": 919}]",2000-08-25,90449929,98.0,Bring It On,3.230354607142857
924,924,50000000,Drama Horror Thriller,en,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]",2005-03-17,161451538,110.0,The Ring Two,3.22903076
913,913,70000000,Comedy,en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Heyday films"", ""id"": 437}, {""name"": ""Warner Bros."", ""id"": 6194}]",2008-12-09,225990978,104.0,Yes Man,3.228442542857143
351,351,90000000,Drama Thriller Crime,en,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Plan B Entertainment"", ""id"": 45778}]",2006-10-05,289847354,151.0,The Departed,3.2205261555555555
1170,1170,40000000,Thriller Crime Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Timnick Films"", ""id"": 679}, {""name"": ""Mirage Enterprises"", ""id"": 932}]",1999-12-25,128798265,139.0,The Talented Mr. Ripley,3.219956625
625,625,66000000,Romance Drama Mystery,en,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Regency Enterprises"", ""id"": 508}]",1999-04-29,212404396,112.0,Entrapment,3.2182484242424243
1386,1386,35000000,Comedy Drama History,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ruby Films"", ""id"": 2054}, {""name"": ""Essential Media & Entertainment"", ""id"": 6747}, {""name"": ""Hopscotch Features"", ""id"": 21079}]",2013-11-16,112544580,125.0,Saving Mr. Banks,3.2155594285714284
951,951,50000000,Action Thriller,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2014-08-06,160602194,89.0,Into the Storm,3.21204388
3002,3002,10000000,Horror Thriller Science Fiction,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Allied Vision"", ""id"": 5570}]",1992-03-05,32101000,108.0,The Lawnmower Man,3.2101
110,110,140000000,History Romance War,en,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2001-05-21,449220945,183.0,Pearl Harbor,3.208721035714286
1,1,300000000,Adventure Fantasy Action,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]",2007-05-19,961000000,169.0,Pirates of the Caribbean: At World's End,3.203333333333333
3010,3010,12000000,Comedy Romance,en,"[{""name"": ""Lionsgate"", ""id"": 1632}]",2006-10-06,38368909,103.0,Employee of the Month,3.1974090833333335
838,838,50000000,Science Fiction Action Horror,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",1992-05-22,159773545,114.0,Alien³,3.1954709
2812,2812,25000000,Action Adventure Comedy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1986-12-12,79817939,94.0,The Golden Child,3.19271756
616,616,68000000,Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]",2015-06-25,217022588,115.0,Ted 2,3.1915086470588236
1745,1745,30000000,Drama,en,"[{""name"": ""Mark Johnson Productions"", ""id"": 2604}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""Curmudgeon Films"", ""id"": 12029}]",2009-06-26,95714875,109.0,My Sister's Keeper,3.1904958333333333
496,496,78000000,Animation Family Comedy,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony"", ""id"": 649}]",2013-09-26,248384621,95.0,Cloudy with a Chance of Meatballs 2,3.184418217948718
427,427,80000000,Comedy,en,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}]",2011-05-25,254455986,102.0,The Hangover Part II,3.180699825
2751,2751,18000000,Science Fiction Horror Thriller,en,"[{""name"": ""Darkwoods Productions"", ""id"": 3982}, {""name"": ""Dimension Films"", ""id"": 7405}]",2007-11-21,57096190,126.0,The Mist,3.1720105555555556
3566,3566,11000000,Horror Thriller Comedy,en,"[{""name"": ""New Line Cinema"", ""id"": 12}]",1991-09-05,34872033,89.0,Freddy's Dead: The Final Nightmare,3.170184818181818
1769,1769,27000000,Family Comedy Action,en,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2011-08-18,85564310,89.0,Spy Kids: All the Time in the World,3.1690485185185184
117,117,150000000,Adventure Comedy Family Fantasy,en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Plan B Entertainment"", ""id"": 45778}, {""name"": ""Theobald Film Productions"", ""id"": 55512}]",2005-07-13,474968763,115.0,Charlie and the Chocolate Factory,3.16645842
1153,1153,40000000,Action Science Fiction,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 23616}]",2014-07-14,126546825,89.0,Lucy,3.163670625
1303,1303,38000000,Science Fiction Action Adventure Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1994-11-17,120000000,118.0,Star Trek: Generations,3.1578947368421053
1379,1379,33000000,Horror Science Fiction Thriller,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Radical Media"", ""id"": 11152}, {""name"": ""Katira Productions GmbH & Co. KG"", ""id"": 26083}, {""name"": ""Caro-McLeod"", ""id"": 26084}]",2000-08-17,104155843,107.0,The Cell,3.1562376666666667
1201,1201,40000000,Action Science Fiction Adventure Thriller,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Troublemaker Studios"", ""id"": 10807}]",2010-07-03,126248813,107.0,Predators,3.156220325
150,150,140000000,Action Adventure Comedy Science Fiction,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]",2002-07-03,441818803,88.0,Men in Black II,3.1558485928571427
3212,3212,9250000,Drama Music Romance,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1979-11-07,29174648,125.0,The Rose,3.154016
1222,1222,40000000,Comedy,en,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""LStar Capital"", ""id"": 34034}]",2014-07-17,126069509,97.0,Sex Tape,3.151737725
1302,1302,38000000,Action Adventure Family,en,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2002-08-07,119723358,100.0,Spy Kids 2: The Island of Lost Dreams,3.1506146842105265
2554,2554,15000000,Comedy Romance,en,"[{""name"": ""26 Films"", ""id"": 2157}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Visionview Production"", ""id"": 29018}]",2005-02-04,47175038,88.0,The Wedding Date,3.1450025333333333
1054,1054,45000000,Comedy,en,"[{""name"": ""Gold/Miller Productions"", ""id"": 1607}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Brad Grey Pictures"", ""id"": 10958}]",2001-07-04,141220678,83.0,Scary Movie 2,3.138237288888889
508,508,73000000,Adventure Action Science Fiction,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",1997-05-23,229074524,129.0,The Lost World: Jurassic Park,3.1380071780821917
452,452,80000000,Animation Comedy Drama Family Fantasy,en,"[{""name"": ""Warner Bros. Family Entertainment"", ""id"": 3592}, {""name"": ""Northern Lights Entertainment"", ""id"": 8816}, {""name"": ""Courtside Seats Productions"", ""id"": 55527}]",1996-11-15,250200000,88.0,Space Jam,3.1275
2799,2799,12800000,Drama Crime Music,en,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""SVT Drama"", ""id"": 157}, {""name"": ""Arte"", ""id"": 201}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Angel films"", ""id"": 2996}, {""name"": ""TV 1000"", ""id"": 4524}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Blind Spot Pictures Oy"", ""id"": 7330}, {""name"": ""Vrijzinnig Protestantse Radio Omroep (VPRO)"", ""id"": 8659}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Liberator Productions"", ""id"": 11239}, {""name"": ""Icelandic Film"", ""id"": 14937}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Pain Unlimited GmbH Filmproduktion"", ""id"": 30268}, {""name"": ""Trust Film Svenska"", ""id"": 53667}, {""name"": ""Cinematograph A/S"", ""id"": 53668}, {""name"": ""What Else? B.V"", ""id"": 53669}, {""name"": ""Filmek A/S"", ""id"": 53670}, {""name"": ""Lantia Cinema & Audiovisivi"", ""id"": 53671}]",2000-05-17,40031879,140.0,Dancer in the Dark,3.127490546875
2560,2560,15000000,Comedy Drama Romance,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1998-04-17,46905889,111.0,The Object of My Affection,3.1270592666666666
1589,1589,30000000,Comedy,en,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}]",2005-01-06,93772522,102.0,Racing Stripes,3.125750733333333
290,290,100000000,Action Adventure Thriller,en,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]",2012-08-08,312573423,103.0,The Expendables 2,3.12573423
2472,2472,16000000,Comedy Drama Romance,en,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2008-09-12,50007546,114.0,The Women,3.125471625
3464,3464,6000000,Comedy Music,en,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}]",2003-04-16,18750246,91.0,A Mighty Wind,3.125041
698,698,70000000,Adventure Animation Drama Family Music,en,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",1998-12-15,218613188,99.0,The Prince of Egypt,3.1230455428571426
1395,1395,33000000,Horror Action Science Fiction,en,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""New Legacy"", ""id"": 939}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]",2002-03-15,102984862,100.0,Resident Evil,3.120753393939394
1174,1174,40000000,Action Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Will Packer Productions"", ""id"": 49968}, {""name"": ""Reel Chefs Catering"", ""id"": 83397}]",2016-01-14,124827316,102.0,Ride Along 2,3.1206829
1827,1827,25000000,Science Fiction Adventure Action Comedy Family,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]",1991-03-22,78000000,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3.12
79,79,200000000,Adventure Action Science Fiction,en,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2010-04-28,623933331,124.0,Iron Man 2,3.119666655
1176,1176,40000000,Drama Music,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bristol Bay Productions"", ""id"": 2233}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Anvil Films"", ""id"": 8833}]",2004-10-29,124731534,152.0,Ray,3.11828835
2308,2308,15000000,Horror,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Romero-Grunwald Productions"", ""id"": 55518}, {""name"": ""Exception Wild Bunch"", ""id"": 55519}]",2005-06-24,46770602,93.0,Land of the Dead,3.1180401333333334
456,456,68000000,War Drama Action,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}]",2014-10-15,211817906,135.0,Fury,3.114969205882353
713,713,60000000,Drama Romance,en,"[{""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1998-05-14,186883563,170.0,The Horse Whisperer,3.11472605
500,500,76000000,Action Crime Thriller,en,"[{""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}]",2003-06-05,236350661,107.0,2 Fast 2 Furious,3.1098771184210525
922,922,50000000,Action Adventure Drama Mystery Science Fiction,en,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]",2009-03-19,155446362,121.0,Knowing,3.10892724
1385,1385,35000000,Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]",2016-05-04,108758521,91.0,Neighbors 2: Sorority Rising,3.1073863142857143
284,284,100000000,Comedy Romance,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Dreamworks Pictures"", ""id"": 7852}, {""name"": ""Tribeca Productions"", ""id"": 11391}]",2010-12-21,310650585,98.0,Little Fockers,3.10650585
1785,1785,22000000,Western,en,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Cobalt Media Group"", ""id"": 18619}]",2003-08-29,68296293,139.0,Open Range,3.1043769545454545
220,220,130000000,Science Fiction Adventure Mystery,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",2012-05-30,403170142,124.0,Prometheus,3.1013087846153846
2932,2932,12000000,Drama Horror Thriller Crime,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Pacific Western"", ""id"": 1280}]",1992-08-07,37170057,91.0,Raising Cain,3.09750475
1844,1844,25000000,Action Drama Thriller,en,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""LD Entertainment"", ""id"": 10285}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Inferno Distribution"", ""id"": 11278}, {""name"": ""Chambara Pictures"", ""id"": 12234}]",2012-01-26,77278331,117.0,The Grey,3.09113324
1855,1855,25000000,Drama,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Paramount Vantage"", ""id"": 838}]",2007-12-28,77208711,158.0,There Will Be Blood,3.08834844
1071,1071,40000000,Comedy,en,"[{""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Karz Entertainment"", ""id"": 4194}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Gulfstream Pictures"", ""id"": 20788}]",2014-05-21,123494610,117.0,Blended,3.08736525
436,436,80000000,Comedy,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}]",2013-07-11,246984278,100.0,Grown Ups 2,3.087303475
147,147,140000000,Adventure Action Thriller,en,"[{""name"": ""Eon Productions"", ""id"": 7576}]",2002-11-17,431971116,133.0,Die Another Day,3.0855079714285716
2028,2028,22000000,Drama,en,"[{""name"": ""Hearst Entertainment Productions"", ""id"": 7483}, {""name"": ""LightWorkers Media"", ""id"": 23920}]",2014-02-28,67800064,138.0,Son of God,3.081821090909091
629,629,66000000,Action Crime Drama Thriller,en,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Bandito Brothers"", ""id"": 8403}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Electronic Arts"", ""id"": 34890}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-03-13,203277636,130.0,Need for Speed,3.0799641818181818
2607,2607,15000000,Comedy Crime,en,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]",1998-03-06,46189568,117.0,The Big Lebowski,3.0793045333333335
589,589,70000000,Horror Action Drama Fantasy War,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]",2014-10-01,215529201,92.0,Dracula Untold,3.078988585714286
652,652,50100000,Romance Comedy Crime Drama,en,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]",2015-02-25,153962963,105.0,Focus,3.0731130339321355
442,442,80000000,Action Crime Science Fiction Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Permut Presentations"", ""id"": 455}, {""name"": ""WCG Entertainment Productions"", ""id"": 456}, {""name"": ""Douglas/Reuther Productions"", ""id"": 458}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Krane Entertainment"", ""id"": 25358}]",1997-06-27,245676146,138.0,Face/Off,3.070951825
